qseqid	sseqid	qlen	slen	length	evalue	ppos	
AT3G12480.1	XM_002894435.1	293	588	79	0.64	44.30
AT3G12480.1	XM_002879614.1	293	1425	67	1.1	50.75
AT3G12480.1	XM_002881328.1	293	447	34	1.2	67.65
AT3G12480.1	XM_002868678.1	293	143	45	1.6	48.89
AT3G12480.1	XM_002892381.1	293	243	112	1.8	38.39
AT3G12480.1	XM_002892429.1	293	143	45	4.4	48.89
AT3G12480.1	XM_002888938.1	293	255	72	5.5	51.39
AT3G12480.1	XM_002892970.1	293	253	88	6.4	47.73
AT3G12480.1	XM_002878972.1	293	1421	17	8.5	76.47
AT5G43250.1	XM_002863631.1	130	132	130	1.50e-83	93.85
AT5G43250.1	XM_002865766.1	130	175	105	1.56e-10	52.38
AT5G43250.1	XM_002891867.1	130	218	78	2.48e-09	58.97
AT5G43250.1	XM_002891832.1	130	199	78	3.29e-09	60.26
AT5G43250.1	XM_002889680.1	130	232	78	3.78e-09	58.97
AT5G43250.1	XM_002882731.1	130	293	73	3.78e-09	61.64
AT5G43250.1	XM_002866511.1	130	250	79	6.21e-09	59.49
AT5G43250.1	XM_002877573.1	130	233	79	8.65e-09	59.49
AT5G43250.1	XM_002865763.1	130	211	79	4.20e-08	59.49
AT5G43250.1	XM_002873248.1	130	302	73	4.97e-08	60.27
AT5G43250.1	XM_002865764.1	130	202	79	5.34e-08	56.96
AT5G43250.1	XM_002865768.1	130	188	76	1.54e-07	53.95
AT5G43250.1	XM_002885886.1	130	114	77	1.19e-06	55.84
AT5G43250.1	XM_002868756.1	130	196	98	1.56e-05	51.02
AT5G43250.1	XM_002879725.1	130	142	76	0.003	50.00
AT5G43250.1	XM_002879603.1	130	176	64	0.015	50.00
AT5G43250.1	XM_002877867.1	130	178	64	0.018	50.00
AT5G43250.1	XM_002892381.1	130	243	127	0.066	42.52
AT5G43250.1	XM_002865064.1	130	190	64	0.10	51.56
AT5G43250.1	XM_002870261.1	130	162	64	0.10	50.00
AT5G43250.1	XM_002867472.1	130	132	76	0.15	46.05
AT5G43250.1	XM_002868678.1	130	143	74	0.15	47.30
AT5G43250.1	XM_002864303.1	130	131	76	0.19	46.05
AT5G43250.1	XM_002867144.1	130	457	86	0.25	48.84
AT5G43250.1	XM_002883218.1	130	133	76	0.32	46.05
AT5G43250.1	XM_002891567.1	130	133	76	0.40	46.05
AT5G43250.1	XM_002882087.1	130	152	64	0.43	51.56
AT5G43250.1	XM_002892429.1	130	143	74	0.49	47.30
AT5G43250.1	XM_002885835.1	130	214	64	0.49	50.00
AT5G43250.1	XM_002894553.1	130	210	74	0.52	47.30
AT5G43250.1	XM_002880873.1	130	254	76	0.86	52.63
AT5G43250.1	XM_002868759.1	130	249	66	0.94	54.55
AT5G43250.1	XM_002872216.1	130	148	74	1.7	43.24
AT5G43250.1	XM_002873904.1	130	233	38	3.8	55.26
AT5G43250.1	XM_002889444.1	130	1329	95	6.4	43.16
AT5G43250.1	XM_002863581.1	130	834	25	8.3	64.00
AT5G50480.1	XM_002865764.1	202	202	179	9.56e-117	95.53
AT5G50480.1	XM_002865766.1	202	175	192	4.60e-56	67.71
AT5G50480.1	XM_002865763.1	202	211	172	2.06e-54	66.28
AT5G50480.1	XM_002877573.1	202	233	181	4.57e-52	67.96
AT5G50480.1	XM_002865768.1	202	188	186	1.97e-50	66.67
AT5G50480.1	XM_002866511.1	202	250	160	7.24e-48	70.62
AT5G50480.1	XM_002891832.1	202	199	124	3.38e-44	72.58
AT5G50480.1	XM_002885886.1	202	114	122	3.86e-43	72.13
AT5G50480.1	XM_002889680.1	202	232	155	4.21e-43	64.52
AT5G50480.1	XM_002891867.1	202	218	151	1.09e-42	64.90
AT5G50480.1	XM_002868756.1	202	196	112	2.16e-26	67.86
AT5G50480.1	XM_002868759.1	202	249	98	1.75e-20	64.29
AT5G50480.1	XM_002882731.1	202	293	79	2.93e-10	56.96
AT5G50480.1	XM_002873248.1	202	302	79	2.24e-09	55.70
AT5G50480.1	XM_002863631.1	202	132	79	1.22e-08	56.96
AT5G50480.1	XM_002870822.1	202	150	29	0.010	65.52
AT5G50480.1	XM_002879725.1	202	142	77	0.017	50.65
AT5G50480.1	XM_002867472.1	202	132	89	0.024	41.57
AT5G50480.1	XM_002868678.1	202	143	77	0.13	41.56
AT5G50480.1	XM_002864303.1	202	131	89	0.15	40.45
AT5G50480.1	XM_002891567.1	202	133	89	0.26	39.33
AT5G50480.1	XM_002892429.1	202	143	77	0.30	41.56
AT5G50480.1	XM_002892381.1	202	243	120	0.34	39.17
AT5G50480.1	XM_002883218.1	202	133	89	2.3	39.33
AT5G50480.1	XM_002894553.1	202	210	64	2.3	43.75
AT5G50480.1	XM_002880873.1	202	254	79	2.6	53.16
AT5G50480.1	XM_002879157.1	202	974	71	2.9	43.66
AT5G50480.1	XM_002863302.1	202	478	77	3.7	42.86
AT5G50480.1	XM_002880988.1	202	970	71	4.8	43.66
AT5G50480.1	XM_002873904.1	202	233	56	5.0	46.43
AT5G50480.1	XM_002866753.1	202	311	59	6.4	44.07
AT5G50480.1	XM_002863003.1	202	504	71	6.8	43.66
AT5G50480.1	XM_002878814.1	202	587	35	7.1	48.57
AT5G50480.1	XM_002892407.1	202	610	80	9.4	43.75
AT5G38140.1	XM_002868756.1	195	196	198	7.53e-114	85.35
AT5G38140.1	XM_002868759.1	195	249	130	2.00e-36	67.69
AT5G38140.1	XM_002865764.1	195	202	112	2.09e-28	69.64
AT5G38140.1	XM_002891832.1	195	199	98	3.99e-27	71.43
AT5G38140.1	XM_002877573.1	195	233	97	1.85e-25	69.07
AT5G38140.1	XM_002866511.1	195	250	98	2.17e-25	69.39
AT5G38140.1	XM_002865768.1	195	188	96	6.72e-25	66.67
AT5G38140.1	XM_002865766.1	195	175	97	1.23e-24	68.04
AT5G38140.1	XM_002889680.1	195	232	97	3.08e-24	69.07
AT5G38140.1	XM_002891867.1	195	218	97	1.64e-23	68.04
AT5G38140.1	XM_002865763.1	195	211	115	8.35e-23	60.00
AT5G38140.1	XM_002885886.1	195	114	97	1.11e-22	64.95
AT5G38140.1	XM_002882731.1	195	293	89	2.65e-07	51.69
AT5G38140.1	XM_002863631.1	195	132	86	1.17e-06	53.49
AT5G38140.1	XM_002873248.1	195	302	106	1.34e-06	50.94
AT5G38140.1	XM_002862611.1	195	237	143	0.013	41.26
AT5G38140.1	XM_002870822.1	195	150	122	0.023	36.89
AT5G38140.1	XM_002893158.1	195	238	143	0.041	41.26
AT5G38140.1	XM_002885835.1	195	214	88	0.12	43.18
AT5G38140.1	XM_002879603.1	195	176	73	0.20	46.58
AT5G38140.1	XM_002865064.1	195	190	73	0.39	45.21
AT5G38140.1	XM_002868560.1	195	498	61	0.46	50.82
AT5G38140.1	XM_002879725.1	195	142	74	0.46	44.59
AT5G38140.1	XM_002870261.1	195	162	73	0.51	45.21
AT5G38140.1	XM_002877718.1	195	370	82	0.65	42.68
AT5G38140.1	XM_002877867.1	195	178	73	0.76	45.21
AT5G38140.1	XM_002866309.1	195	150	97	1.5	36.08
AT5G38140.1	XM_002880873.1	195	254	80	1.8	51.25
AT5G38140.1	XM_002878021.1	195	728	61	2.2	50.82
AT5G38140.1	XM_002882087.1	195	152	72	4.5	45.83
AT5G38140.1	XM_002890432.1	195	212	76	4.6	46.05
AT5G38140.1	XM_002890430.1	195	212	76	4.6	46.05
AT5G38140.1	XM_002890052.1	195	353	97	4.7	42.27
AT5G38140.1	XM_002862466.1	195	341	21	6.5	71.43
AT5G38140.1	XM_002864807.1	195	341	21	6.5	71.43
AT5G38140.1	XM_002891476.1	195	609	41	7.7	48.78
AT5G38140.1	XM_002884696.1	195	478	89	7.9	40.45
AT5G50490.1	XM_002865768.1	186	188	184	5.54e-84	79.89
AT5G50490.1	XM_002865766.1	186	175	189	3.58e-80	75.13
AT5G50490.1	XM_002885886.1	186	114	111	1.69e-59	87.39
AT5G50490.1	XM_002865764.1	186	202	163	5.00e-43	63.80
AT5G50490.1	XM_002865763.1	186	211	176	1.25e-38	58.52
AT5G50490.1	XM_002877573.1	186	233	178	4.28e-35	58.99
AT5G50490.1	XM_002891867.1	186	218	159	3.08e-33	59.75
AT5G50490.1	XM_002891832.1	186	199	99	5.60e-33	75.76
AT5G50490.1	XM_002866511.1	186	250	160	2.04e-32	59.38
AT5G50490.1	XM_002889680.1	186	232	158	4.01e-32	59.49
AT5G50490.1	XM_002868756.1	186	196	97	4.82e-22	62.89
AT5G50490.1	XM_002868759.1	186	249	102	9.34e-19	64.71
AT5G50490.1	XM_002882731.1	186	293	78	4.98e-11	57.69
AT5G50490.1	XM_002873248.1	186	302	78	1.14e-09	56.41
AT5G50490.1	XM_002863631.1	186	132	79	2.23e-07	56.96
AT5G50490.1	XM_002870822.1	186	150	29	0.003	72.41
AT5G50490.1	XM_002892381.1	186	243	118	0.046	38.98
AT5G50490.1	XM_002873904.1	186	233	55	0.11	49.09
AT5G50490.1	XM_002884091.1	186	334	36	1.1	52.78
AT5G50490.1	XM_002884266.1	186	5091	70	1.6	45.71
AT5G50490.1	XM_002871471.1	186	1142	77	1.8	42.86
AT5G50490.1	XM_002879354.1	186	751	67	8.5	43.28
AT5G27910.1	XM_002865768.1	187	188	177	1.25e-89	86.44
AT5G27910.1	XM_002865766.1	187	175	187	1.09e-83	77.01
AT5G27910.1	XM_002885886.1	187	114	111	6.50e-58	87.39
AT5G27910.1	XM_002865764.1	187	202	152	9.45e-50	72.37
AT5G27910.1	XM_002877573.1	187	233	181	6.48e-45	61.33
AT5G27910.1	XM_002866511.1	187	250	174	3.22e-42	60.92
AT5G27910.1	XM_002865763.1	187	211	170	1.40e-41	60.59
AT5G27910.1	XM_002891867.1	187	218	158	2.93e-40	63.92
AT5G27910.1	XM_002889680.1	187	232	157	4.04e-38	63.06
AT5G27910.1	XM_002891832.1	187	199	149	9.70e-38	65.77
AT5G27910.1	XM_002868756.1	187	196	95	3.91e-21	68.42
AT5G27910.1	XM_002868759.1	187	249	112	6.25e-21	61.61
AT5G27910.1	XM_002882731.1	187	293	83	1.87e-09	54.22
AT5G27910.1	XM_002873248.1	187	302	83	3.71e-08	53.01
AT5G27910.1	XM_002863631.1	187	132	76	5.19e-07	57.89
AT5G27910.1	XM_002870822.1	187	150	62	0.003	53.23
AT5G27910.1	XM_002873904.1	187	233	67	0.31	44.78
AT5G27910.1	XM_002884677.1	187	507	70	0.34	42.86
AT5G27910.1	XM_002872986.1	187	499	69	0.77	43.48
AT5G27910.1	XM_002862270.1	187	469	62	1.7	45.16
AT5G27910.1	XM_002892381.1	187	243	118	3.4	36.44
AT5G27910.1	XM_002893274.1	187	90	50	4.5	56.00
AT5G27910.1	XM_002874642.1	187	367	48	5.3	50.00
AT5G27910.1	XM_002864557.1	187	560	17	6.7	64.71
AT5G27910.1	XM_002877932.1	187	1108	52	9.1	53.85
AT5G27910.1	XM_002892208.1	187	555	48	9.5	54.17
AT5G63470.1	XM_002866511.1	250	250	234	1.41e-127	95.73
AT5G63470.1	XM_002877573.1	250	233	210	1.45e-127	92.86
AT5G63470.1	XM_002891867.1	250	218	162	3.32e-66	73.46
AT5G63470.1	XM_002891832.1	250	199	130	2.39e-63	81.54
AT5G63470.1	XM_002889680.1	250	232	158	4.50e-63	75.95
AT5G63470.1	XM_002865764.1	250	202	147	2.01e-48	71.43
AT5G63470.1	XM_002865766.1	250	175	192	8.83e-46	60.94
AT5G63470.1	XM_002865768.1	250	188	189	4.57e-45	62.43
AT5G63470.1	XM_002865763.1	250	211	191	1.24e-36	56.02
AT5G63470.1	XM_002885886.1	250	114	106	1.56e-36	77.36
AT5G63470.1	XM_002868756.1	250	196	100	7.43e-25	71.00
AT5G63470.1	XM_002868759.1	250	249	110	2.40e-20	61.82
AT5G63470.1	XM_002882731.1	250	293	79	5.66e-12	62.03
AT5G63470.1	XM_002873248.1	250	302	79	2.37e-10	60.76
AT5G63470.1	XM_002863631.1	250	132	79	1.43e-08	59.49
AT5G63470.1	XM_002880873.1	250	254	80	0.014	56.25
AT5G63470.1	XM_002870822.1	250	150	31	0.024	64.52
AT5G63470.1	XM_002892381.1	250	243	127	0.056	41.73
AT5G63470.1	XM_002883783.1	250	112	45	0.25	55.56
AT5G63470.1	XM_002868678.1	250	143	77	0.25	42.86
AT5G63470.1	XM_002867472.1	250	132	74	0.58	43.24
AT5G63470.1	XM_002881623.1	250	258	33	0.65	60.61
AT5G63470.1	XM_002892429.1	250	143	77	0.68	42.86
AT5G63470.1	XM_002864303.1	250	131	68	0.89	45.59
AT5G63470.1	XM_002865819.1	250	1124	35	0.98	54.29
AT5G63470.1	XM_002881479.1	250	263	45	1.1	53.33
AT5G63470.1	XM_002881478.1	250	263	45	1.1	53.33
AT5G63470.1	XM_002873904.1	250	233	54	1.8	50.00
AT5G63470.1	XM_002876810.1	250	254	65	1.9	49.23
AT5G63470.1	XM_002877990.1	250	261	42	3.3	59.52
AT5G63470.1	XM_002885835.1	250	214	76	3.7	46.05
AT5G63470.1	XM_002892098.1	250	307	54	4.2	50.00
AT5G63470.1	XM_002891567.1	250	133	68	4.7	44.12
AT5G63470.1	XM_002881220.1	250	1121	89	4.9	47.19
AT5G63470.1	XM_002872783.1	250	311	54	5.1	50.00
AT5G63470.1	XM_002883218.1	250	133	68	6.8	44.12
AT5G63470.1	XM_002869429.1	250	925	90	7.2	36.67
AT5G63470.1	XM_002880978.1	250	258	22	7.3	68.18
AT5G63470.1	XM_002894553.1	250	210	64	8.3	45.31
AT5G63470.2	XM_002866511.1	250	250	234	1.41e-127	95.73
AT5G63470.2	XM_002877573.1	250	233	210	1.45e-127	92.86
AT5G63470.2	XM_002891867.1	250	218	162	3.32e-66	73.46
AT5G63470.2	XM_002891832.1	250	199	130	2.39e-63	81.54
AT5G63470.2	XM_002889680.1	250	232	158	4.50e-63	75.95
AT5G63470.2	XM_002865764.1	250	202	147	2.01e-48	71.43
AT5G63470.2	XM_002865766.1	250	175	192	8.83e-46	60.94
AT5G63470.2	XM_002865768.1	250	188	189	4.57e-45	62.43
AT5G63470.2	XM_002865763.1	250	211	191	1.24e-36	56.02
AT5G63470.2	XM_002885886.1	250	114	106	1.56e-36	77.36
AT5G63470.2	XM_002868756.1	250	196	100	7.43e-25	71.00
AT5G63470.2	XM_002868759.1	250	249	110	2.40e-20	61.82
AT5G63470.2	XM_002882731.1	250	293	79	5.66e-12	62.03
AT5G63470.2	XM_002873248.1	250	302	79	2.37e-10	60.76
AT5G63470.2	XM_002863631.1	250	132	79	1.43e-08	59.49
AT5G63470.2	XM_002880873.1	250	254	80	0.014	56.25
AT5G63470.2	XM_002870822.1	250	150	31	0.024	64.52
AT5G63470.2	XM_002892381.1	250	243	127	0.056	41.73
AT5G63470.2	XM_002883783.1	250	112	45	0.25	55.56
AT5G63470.2	XM_002868678.1	250	143	77	0.25	42.86
AT5G63470.2	XM_002867472.1	250	132	74	0.58	43.24
AT5G63470.2	XM_002881623.1	250	258	33	0.65	60.61
AT5G63470.2	XM_002892429.1	250	143	77	0.68	42.86
AT5G63470.2	XM_002864303.1	250	131	68	0.89	45.59
AT5G63470.2	XM_002865819.1	250	1124	35	0.98	54.29
AT5G63470.2	XM_002881479.1	250	263	45	1.1	53.33
AT5G63470.2	XM_002881478.1	250	263	45	1.1	53.33
AT5G63470.2	XM_002873904.1	250	233	54	1.8	50.00
AT5G63470.2	XM_002876810.1	250	254	65	1.9	49.23
AT5G63470.2	XM_002877990.1	250	261	42	3.3	59.52
AT5G63470.2	XM_002885835.1	250	214	76	3.7	46.05
AT5G63470.2	XM_002892098.1	250	307	54	4.2	50.00
AT5G63470.2	XM_002891567.1	250	133	68	4.7	44.12
AT5G63470.2	XM_002881220.1	250	1121	89	4.9	47.19
AT5G63470.2	XM_002872783.1	250	311	54	5.1	50.00
AT5G63470.2	XM_002883218.1	250	133	68	6.8	44.12
AT5G63470.2	XM_002869429.1	250	925	90	7.2	36.67
AT5G63470.2	XM_002880978.1	250	258	22	7.3	68.18
AT5G63470.2	XM_002894553.1	250	210	64	8.3	45.31
AT5G50470.1	XM_002865763.1	212	211	216	3.94e-90	78.24
AT5G50470.1	XM_002865764.1	212	202	163	1.30e-46	63.19
AT5G50470.1	XM_002865768.1	212	188	178	2.78e-46	58.99
AT5G50470.1	XM_002865766.1	212	175	173	1.36e-45	62.43
AT5G50470.1	XM_002877573.1	212	233	189	1.85e-37	56.61
AT5G50470.1	XM_002866511.1	212	250	169	3.79e-32	55.62
AT5G50470.1	XM_002891832.1	212	199	153	7.65e-32	60.13
AT5G50470.1	XM_002885886.1	212	114	107	4.28e-31	68.22
AT5G50470.1	XM_002891867.1	212	218	131	2.96e-30	63.36
AT5G50470.1	XM_002889680.1	212	232	132	4.01e-30	63.64
AT5G50470.1	XM_002868756.1	212	196	119	8.73e-21	55.46
AT5G50470.1	XM_002868759.1	212	249	82	1.12e-14	64.63
AT5G50470.1	XM_002882731.1	212	293	86	2.02e-08	54.65
AT5G50470.1	XM_002873248.1	212	302	86	3.34e-07	53.49
AT5G50470.1	XM_002863631.1	212	132	54	2.92e-06	64.81
AT5G50470.1	XM_002894268.1	212	176	121	0.064	42.15
AT5G50470.1	XM_002870822.1	212	150	29	0.13	65.52
AT5G50470.1	XM_002892022.1	212	182	45	0.37	53.33
AT5G50470.1	XM_002862590.1	212	514	32	0.44	62.50
AT5G50470.1	XM_002883500.1	212	513	32	0.48	62.50
AT5G50470.1	XM_002881236.1	212	271	40	0.57	62.50
AT5G50470.1	XM_002868678.1	212	143	38	0.61	52.63
AT5G50470.1	XM_002892381.1	212	243	40	0.61	55.00
AT5G50470.1	XM_002892429.1	212	143	38	1.8	52.63
AT5G50470.1	XM_002874981.1	212	555	32	3.7	59.38
AT5G50470.1	XM_002877170.1	212	380	77	3.7	46.75
AT5G50470.1	XM_002892005.1	212	555	32	3.9	59.38
AT5G50470.1	XM_002894553.1	212	210	38	4.8	52.63
AT5G50470.1	XM_002873909.1	212	635	92	4.9	41.30
AT5G50470.1	XM_002864303.1	212	131	42	5.7	52.38
AT5G50470.1	XM_002867472.1	212	132	42	5.9	52.38
AT5G50470.1	XM_002867652.1	212	776	35	7.0	54.29
AT5G50470.1	XM_002884091.1	212	334	34	7.7	55.88
AT5G50470.1	XM_002883218.1	212	133	42	8.2	52.38
AT5G50470.1	XM_002892376.1	212	423	39	9.8	56.41
